application,score_column,MaterialId,Reduced Formula,score_value,viability,weighted_score,clscore,Bandgap,source,is_experimental,provenance_status,provenance_definition
Photovoltaic Perovskite Stabiliser,score_photovoltaic_perovskite_stabiliser,48b107ffc5,NaPb4IO4,0.95,0.637,0.60515,0.8600559234619141,2.4124,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Photovoltaic Perovskite Stabiliser,score_photovoltaic_perovskite_stabiliser,56cfab8d76,NaPb4ClO4,0.95,0.637,0.60515,0.8841681480407715,2.3823,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Photovoltaic Perovskite Stabiliser,score_photovoltaic_perovskite_stabiliser,5eb18114f7,Rb2Pb(IO3)6,0.95,0.637,0.60515,0.9383421540260316,1.7845,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Photovoltaic Perovskite Stabiliser,score_photovoltaic_perovskite_stabiliser,c7dbd794c6,NaPb4BrO4,0.95,0.637,0.60515,0.910529375076294,2.4079,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Photovoltaic Perovskite Stabiliser,score_photovoltaic_perovskite_stabiliser,e60983567b,SrPb5(BrO)4,0.95,0.637,0.60515,0.9479252696037292,2.5132,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Luminescent Solar Concentrator (LSC) Material,score_luminescent_solar_concentrator,e73535d773,NaLaSiSe4,0.9,0.565,0.5085,0.9891457557678224,2.3099,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Luminescent Solar Concentrator (LSC) Material,score_luminescent_solar_concentrator,mp-571057,KY(PSe3)2,0.9,0.565,0.5085,0.9839434623718262,1.938699999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Luminescent Solar Concentrator (LSC) Material,score_luminescent_solar_concentrator,58d4abd498,RbYSiSe4,0.9,0.564,0.5075999999999999,0.904030978679657,2.2697,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Luminescent Solar Concentrator (LSC) Material,score_luminescent_solar_concentrator,mp-861606,KLaSiSe4,0.9,0.564,0.5075999999999999,0.98260098695755,2.208099999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Luminescent Solar Concentrator (LSC) Material,score_luminescent_solar_concentrator,mp-571662,KLa(PSe3)2,0.9,0.561,0.5049,0.986561954021454,1.974699999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Luminescent Solar Concentrator (LSC) Material,score_luminescent_solar_concentrator,7ab684e401,La3Si2Se8Br,0.9,0.556,0.5004000000000001,0.8969014286994934,1.9872,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Luminescent Solar Concentrator (LSC) Material,score_luminescent_solar_concentrator,451302cee3,La3Si2Se8I,0.9,0.554,0.49860000000000004,0.9098821878433228,1.909,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Luminescent Solar Concentrator (LSC) Material,score_luminescent_solar_concentrator,mp-552488,LaCuSeO,0.9,0.552,0.4968000000000001,0.7158215641975403,2.83,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Luminescent Solar Concentrator (LSC) Material,score_luminescent_solar_concentrator,31cb70ec56,La2SiSe5,0.9,0.543,0.4887,0.97573322057724,1.8218,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Luminescent Solar Concentrator (LSC) Material,score_luminescent_solar_concentrator,mp-999448,NaYSe2,0.9,0.539,0.48510000000000003,0.9950103759765624,2.494,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
OER Electrocatalyst (Water Splitting),score_oer_electrocatalyst,mp-18905,FeO,1.0,0.783,0.783,0.9425278306007384,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
OER Electrocatalyst (Water Splitting),score_oer_electrocatalyst,mp-1188678,Fe4O5,1.0,0.776,0.776,0.9525421261787416,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
OER Electrocatalyst (Water Splitting),score_oer_electrocatalyst,mp-18731,Fe3O4,1.0,0.773,0.773,0.9521861672401428,0.7548,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
OER Electrocatalyst (Water Splitting),score_oer_electrocatalyst,mp-22635,Fe7SiO10,1.0,0.772,0.772,0.9165456295013428,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
OER Electrocatalyst (Water Splitting),score_oer_electrocatalyst,mp-505110,FeCuO2,1.0,0.772,0.772,0.9085819125175476,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
OER Electrocatalyst (Water Splitting),score_oer_electrocatalyst,mp-1095382,Fe5O7,1.0,0.771,0.771,0.9573310017585754,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
OER Electrocatalyst (Water Splitting),score_oer_electrocatalyst,mp-1195927,Fe13O19,1.0,0.769,0.769,0.9504815340042114,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
OER Electrocatalyst (Water Splitting),score_oer_electrocatalyst,mp-1103684,Fe2SiO4,1.0,0.765,0.765,0.8830101490020752,0.9995,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
OER Electrocatalyst (Water Splitting),score_oer_electrocatalyst,mp-1195295,CaFe5O7,1.0,0.759,0.759,0.9626243710517884,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
OER Electrocatalyst (Water Splitting),score_oer_electrocatalyst,mp-22223,Fe3BO5,1.0,0.759,0.759,0.9368154406547546,1.019499999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
HER Electrocatalyst (Green Hydrogen),score_her_electrocatalyst,mp-20311,FeSe,0.85,0.779,0.66215,0.7721580862998962,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
HER Electrocatalyst (Green Hydrogen),score_her_electrocatalyst,8faa33925b,Fe4Se3S,0.85,0.775,0.65875,0.967870831489563,0.0077,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
HER Electrocatalyst (Green Hydrogen),score_her_electrocatalyst,8a097be9e6,Na(FeSe)3,0.85,0.771,0.65535,0.9412961006164552,0.0097,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
HER Electrocatalyst (Green Hydrogen),score_her_electrocatalyst,1de6009a98,KFe6Se7,0.85,0.77,0.6545,0.9135770797729492,0.0041,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
HER Electrocatalyst (Green Hydrogen),score_her_electrocatalyst,mp-1103177,FeSe2,0.85,0.767,0.65195,0.7321646809577942,0.016299999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
HER Electrocatalyst (Green Hydrogen),score_her_electrocatalyst,18045e7915,K(FeSe)3,0.85,0.766,0.6511,0.8638989329338074,0.0071,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
HER Electrocatalyst (Green Hydrogen),score_her_electrocatalyst,mp-15896,Cu2SiSe3,0.85,0.766,0.6511,0.9208141565322876,0.238699999999999,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
HER Electrocatalyst (Green Hydrogen),score_her_electrocatalyst,1922a60086,Fe4SeS3,0.85,0.764,0.6494,0.9553924202919006,0.0196,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
HER Electrocatalyst (Green Hydrogen),score_her_electrocatalyst,1f4e33901f,RbFe6Se7,0.85,0.764,0.6494,0.9098531007766724,0.0033,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
HER Electrocatalyst (Green Hydrogen),score_her_electrocatalyst,mp-10092,KCu4Se3,0.85,0.761,0.64685,0.8007799983024597,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
CO2 Reduction Catalyst (CO2RR),score_co2_reduction,mp-504587,Fe9Cu9S16,0.9,0.753,0.6777,0.8014405369758606,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
CO2 Reduction Catalyst (CO2RR),score_co2_reduction,8a4c443459,NaCu4(SeS)2,0.9,0.751,0.6759000000000001,0.5380176901817322,0.0103,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
CO2 Reduction Catalyst (CO2RR),score_co2_reduction,d9569927ed,Na3Cu4Se3S,0.9,0.748,0.6732,0.6743502020835876,0.0008,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
CO2 Reduction Catalyst (CO2RR),score_co2_reduction,mp-22295,Ca(Cu2P)2,0.9,0.748,0.6732,0.840376079082489,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
CO2 Reduction Catalyst (CO2RR),score_co2_reduction,mp-3497,FeCuS2,0.9,0.748,0.6732,0.6969283819198608,0.43,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
CO2 Reduction Catalyst (CO2RR),score_co2_reduction,mp-1078387,FeCu3S4,0.9,0.744,0.6696,0.5512157082557678,0.0,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
CO2 Reduction Catalyst (CO2RR),score_co2_reduction,e2407163fe,Na3Cu4(SeS)2,0.9,0.742,0.6678000000000001,0.7073482275009155,0.0049,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
CO2 Reduction Catalyst (CO2RR),score_co2_reduction,d5df39e6c7,Ca2Fe2CuN3,0.9,0.741,0.6669,0.7185001969337463,0.0004,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
CO2 Reduction Catalyst (CO2RR),score_co2_reduction,mp-1188558,FeCu2SiS4,0.9,0.741,0.6669,0.7518506050109863,0.0213,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
CO2 Reduction Catalyst (CO2RR),score_co2_reduction,04b8029dc7,KCu2SeS,0.9,0.74,0.666,0.5253714919090271,0.0031,Experimental,True,Experimental (NOT synthesized yet),Experimental means this candidate is not already in synthesized reference datasets.
Photocatalyst (Water Splitting),score_photocatalyst_h2o,mp-1078361,Fe2O3,0.9,0.768,0.6912,0.9682540893554688,2.2,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Photocatalyst (Water Splitting),score_photocatalyst_h2o,mp-18816,Fe2SiO4,0.9,0.765,0.6885,0.744098961353302,2.7099,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Photocatalyst (Water Splitting),score_photocatalyst_h2o,mp-555755,Fe5(SiO4)3,0.9,0.758,0.6822,0.8711500763893127,2.4392,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Photocatalyst (Water Splitting),score_photocatalyst_h2o,mp-510670,FeHO2,0.9,0.755,0.6795,0.9114865064620972,1.8729,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Photocatalyst (Water Splitting),score_photocatalyst_h2o,mp-21939,FeSiO3,0.9,0.755,0.6795,0.9514282941818236,2.7758000000000003,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
Photocatalyst (Water Splitting),score_photocatalyst_h2o,mp-18775,Fe3PO7,0.9,0.739,0.6651,0.8930516242980957,2.1744,MP_synthesized,False,Synthesized (already synthesized/known),Synthesized means this material is already reported as synthesized in reference datasets.
